Frequency Output,Frequency Input,FCC Callsign,County,State,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
169.500000,0.00000,XJF538,York,ON,Markham,Town Works Dept,MarkhamWorks,,FM,BM,Public Works
169.950000,0.00000,VCK879,Hamilton,ON,Business Westover,BrennBFarms,BrennBFarms,141.3 PL,FM,BM,Business
169.950000,0.00000,VCK879,Hamilton,ON,Business Waterdown,BrennBFarms  Westover,Brenn-B-Farm,141.3 PL,FMN,BM,Business
169.950000,0.00000,,Peel,ON,Volunteer Organizations Special Events,Respond Search and Rescue,Respond SAR,146.2 PL,FMN,BM,Business
170.010000,0.00000,,Peel,ON,Business Construction,Innocon Concrete  Mississauga Yard ,Innocon ,110.9 PL,FMN,BM,Business
170.010000,0.00000,CZX66,Durham,ON,Business Ajax,Innocon Inc,Innocon,,FM,BM,Business
170.070000,0.00000,VAJ955,Toronto,ON,Business Taxi,Beck Taxi  WheelTrans,Beck Taxi,82.5 PL,FM,BM,Transportation
170.250000,0.00000,VCT509,Hamilton,ON,Business Flamborough,Airway Transit Service,Airway Trans,146.2 PL,FM,BM,Transportation
170.310000,0.00000,CZY394,Toronto,ON,Business School Buses,Stock Transportation,Stock,CSQ,FM,BM,Transportation
170.415000,0.00000,XKS500,Durham,ON,Business Oshawa,Durhamway School Bus,Durhamway,,FM,BM,Schools
170.550000,0.00000,VCV845,Toronto,ON,Business Taxi,Maple Leaf Cabs,Maple Leaf,100.0 PL,FM,BM,Transportation
170.580000,0.00000,,Peel,ON,Business Construction,Innocon Concrete  Data,Innocon ,110.9 PL,FMN,BM,Data
170.790000,0.00000,VCK444,York,ON,Business Newmarket,Stock Transportation,Stock Trans,127.3 PL,FMN,BM,Transportation
170.820000,0.00000,,Toronto,ON,Business Taxi,City Taxi  Central Dispatch,City Taxi,131.8 PL,FMN,BM,Transportation
171.060000,0.00000,CKC502,Toronto,ON,Business Taxi,Beck Taxi ,Beck Taxi,97.4 PL,FM,BM,Transportation
171.105000,165.73500,CHF658,Durham,ON,Business Pickering,Student Transportation of Canada,Student Trnsp,,FM,RM,Transportation
171.180000,0.00000,VCP386,Toronto,ON,Business School Buses,First Student Canada,FirstCanada,141.3 PL,FM,BM,Schools
171.360000,0.00000,XNB33,Toronto,ON,Business Taxi,Beck Taxi ,Beck Taxi,CSQ,FM,BM,Transportation
171.465000,0.00000,XNG561,Peel,ON,Transportation Mississauga,First Student Canada ,First Canada,CSQ,FM,BM,Transportation
171.480000,0.00000,XNE605,Durham,ON,Business Ajax,First Student Canada,First Student,,FM,BM,Schools
171.570000,0.00000,CIY818,Toronto,ON,Business Taxi,Kingsboro Taxi ,Kingsboro,103.5 PL,FM,BM,Transportation
171.630000,0.00000,,Toronto,ON,Business Construction,Teskey Construction ,Teskey Const,136.5 PL,FM,BM,Business
171.930000,0.00000,CJO350,Toronto,ON,Business Construction,CBM Concrete,CBM Conc,110.9 PL,FM,BM,Business
171.930000,0.00000,CJN617,Halton,ON,Business Burlington,Canadian Building Materials ,CBM,114.8 PL,FM,BM,Business
171.930000,0.00000,CJO350,Durham,ON,Business Clarington,Canada Building Materials,CBM,123.0 PL,FM,BM,Business
171.975000,0.00000,VCN730,Durham,ON,Business Uxbridge Township,Stock Transportation,Stock Trans,,FM,BM,Transportation
172.080000,0.00000,XNX38,Toronto,ON,Business School Buses,First Student Canada,FirstCanada,CSQ,FM,BM,Schools
172.470000,0.00000,,York,ON,Business Woodbridge,National Golf Club of Canada ,National GC,229.1 PL,FMN,BM,Business
172.590000,0.00000,,Toronto,ON,Event Medical Services,Spectrum Event Medical Services,Spectrum EMS,131.8 PL,FM,M,EMS-Talk
172.590000,0.00000,,Halton,ON,Business Oakville,BOT Construction ,BOT Const,203.5 PL,FM,BM,Business
172.845000,0.00000,VBV471,York,ON,Business Richmond Hill,Advance Unique Taxi,Advance,179.9 PL,FMN,BM,Transportation
172.980000,0.00000,,Durham,ON,Business Oshawa,GenAuto Shippers,Gen-Auto,127.3 PL,FM,BM,Business
172.980000,0.00000,,Halton,ON,Business Oakville,BOT Construction ,BOT Const,203.5 PL,FM,BM,Business
172.980000,0.00000,,Toronto,ON,Event Medical Services,Spectrum Event Medical Services,Spectrum EMS,131.8 PL,FM,M,EMS-Talk
173.820000,0.00000,XJV736,Halton,ON,Business Milton,Oak Concrete ,Oak Concrete,110.9 PL,FM,BM,Business
224.240000,222.64000,VE3RSD,Halton,ON,125 M Band,VE3RSD  Oakville,VE3RSD,,FM,RM,Ham
224.240000,222.64000,VE3RSD,Peel,ON,125 M Band,VE3RSD  Brampton  IRLP ,VE3RSD -IRLP,,FM,RM,Ham
224.300000,222.70000,VA3WHQ,Toronto,ON,125 M Band,VA3WHQ  SSPBD Network,VA3WHQ,,FM,RM,Ham
224.520000,222.92000,VE3WIK,Hamilton,ON,125 M Band,VE3WIK  Hamilton,VE3WIK,,FM,RM,Ham
224.620000,223.02000,VE3RSD,Peel,ON,125 M Band,VE3RSD  Mississauga  IRLP,VE3RSD -IRLP,,FM,RM,Ham
224.720000,223.12000,VE3PAQ,Halton,ON,125 M Band,VE3PAQ  Acton,VE3PAQ,,FM,RM,Ham
224.740000,223.14000,VE3RSB,Halton,ON,125 M Band,VE3RSB  Burlington,VE3RSB,,FM,RM,Ham
224.860000,223.26000,VE3BEG,Durham,ON,125 M Band,VE3BEG  Uxbridge,VE3BEG,,FM,RM,Ham
224.960000,223.36000,VE3WIK,Hamilton,ON,125 M Band,VE3WIK  Carlisle,VE3WIK,,FM,RM,Ham
246.500000,0.00000,,Toronto,ON,Canadian International Air Show CNE Waterfront,Snowbirds,Snowbirds,,AM,BM,Aircraft
268.000000,0.00000,,Toronto,ON,Canadian International Air Show CNE Waterfront,Tiger Ops,Tiger Ops,,AM,BM,Aircraft
272.100000,0.00000,,Toronto,ON,Canadian International Air Show CNE Waterfront,Snowbirds,Snowbirds,,AM,BM,Aircraft
333.300000,0.00000,,Toronto,ON,Canadian International Air Show CNE Waterfront,Hornets,Hornets,,AM,BM,Aircraft
406.112500,0.00000,,Toronto,ON,Toronto Transit Commission,Security Simplex,TTC Sec Simp,136.5 PL,FM,M,Security
406.162500,0.00000,CKR831,Toronto,ON,Business Taxi,Scarborough Taxi,ScarboroTaxi,85.4 PL,FMN,BM,Transportation
407.037500,0.00000,,Durham,ON,Veridian Connections,Veridian Connections Paging  ,Veridian Pg,,FMN,B,Utilities
407.387500,0.00000,XND73,Halton,ON,Business Burlington,Burlington Taxi,BurlngtnTaxi,123.0 PL,FM,BM,Transportation
407.662500,0.00000,,Toronto,ON,Business Etobicoke,Swifttrans Airport Shuttle,Swiftrans,100.0 PL,FM,BM,Transportation
407.912500,0.00000,CIG844,Hamilton,ON,Business Flamborough,Airways Transit Services,AirwaysTrans,226 DPL,FMN,BM,Transportation
408.012500,0.00000,,Peel,ON,Peel Region Attractions Powerade Centre,Centre 1,PAC 1,,FM,BM,Business
408.012500,0.00000,XKE588,Toronto,ON,Business Etobicoke,Holiday Inn  Airport,HI Airport,115 DPL,FM,BM,Business
408.012500,0.00000,,Halton,ON,Business Burlington,Contro Valve,Contro Valve,,NXDN,BM,Business
408.012500,0.00000,,Hamilton,ON,John C Munro International Airport YHM Airlines,Westjet  Ops,Westjet,97.4 PL,FM,M,Aircraft
408.112500,0.00000,CZD283,Toronto,ON,Business Taxi,Scarborough Taxi,ScarboroTaxi,,FM,BM,Transportation
408.537500,406.53750,VEU921,York,ON,Markham ,Markham Stouffville Hospital  Security,Mark/Stffvle,031 DPL,FM,RM,Security
409.012500,0.00000, ,Toronto,ON,  Ryerson University,Site 001 Ryerson, , ,LTR, ,TRS
409.212500,0.00000, ,Toronto,ON,  Ryerson University,Site 001 Ryerson, , ,LTR, ,TRS
409.412500,0.00000, ,Toronto,ON,  Ryerson University,Site 001 Ryerson, , ,LTR, ,TRS
410.062500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
410.137500,0.00000, ,Hamilton,ON,  McMaster University,Site 001 MAC, , ,DMR, ,TRS
410.162500,0.00000, ,York,ON,  Alectra Utilities,Site 005 Markham, , ,DMR, ,TRS
410.212500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
410.237500,415.23750,CZD317,Toronto,ON,Business North York,CBRE Facilities Management  Wilson Complex  Ministry of Transportation ,CBRE MTO,123.0 PL,FMN,RM,Business
410.237500,415.23750,CHD380,Toronto,ON,Business Downtown,CBRE Facilities Management  Mowat Block,CBRE Mowat,179.9 PL,FMN,RM,Business
410.237500,415.23750,VBO415,Toronto,ON,Business Etobicoke,CBRE Facilities Management  Resources Road Complex ,CBRE - RR,110.9 PL,FMN,RM,Business
410.262500,0.00000, ,York,ON,  Alectra Utilities,Site 006 Richmond Hill, , ,DMR, ,TRS
410.287500,415.28750,XLQ616,Toronto,ON,Attractions Core,Royal Ontario Museum  City of Toronto Security,ROM Security,118.8 PL,FM,RM,Security
410.287500,415.28750,Multiple,Halton,ON,Halton Hills,Hydro,HH Hydro,,FMN,RM,Utilities
410.287500,0.00000,XLQ616,Toronto,ON,Business Downtown,City of Toronto Properties  Security Ch 1,TorCityHall1,82.5 PL,FM,BM,Security
410.312500,0.00000, ,Durham,ON,  Metrolinx  GO Transit,Site 006 Uxbridge, , ,Project 25, ,TRS
410.337500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
410.512500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
410.537500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
410.562500,415.56250,VFW946,Toronto,ON,Business Downtown,Union Station  Security Office,Union Stn,411 DPL,FM,RM,Security
410.587500,0.00000,,Halton,ON,Milton,Maplehurst Correctional Complex,MaplehurstCC,141.3 PL,FM,RM,Corrections
410.662500,0.00000, ,Toronto,ON,  The Hospital For Sick Children,Site 001 HSC, , ,DMR, ,TRS
410.787500,415.78750,VCK775,Hamilton,ON,City Services,Hamilton Street Railway Dispatch,HSR Dispatch,107.2 PL,FM,RM,Transportation
410.837500,415.83750,XOH458,Durham,ON,Ontario Power Generation  Darlington,Ontario Power Generation  Darlington ,OPGDarlingtn,,FMN,RM,Utilities
410.837500,415.83750,,Toronto,ON,Ontario Power Generation,OPG  800 Kipling Avenue,OPG 800 Kip,94.8 PL,FMN,RM,Utilities
410.912500,0.00000, ,Durham,ON,  Metrolinx  GO Transit,Site 006 Uxbridge, , ,Project 25, ,TRS
410.931250,0.00000, ,Toronto,ON,  Toronto South Detention Centre,Site 001 Toronto South DC, , ,NXDN, ,TRS
411.037500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
411.087500,416.08750,XJL429,Durham,ON,Uxbridge ,Town Roads Department,Roads Dept.,,FMN,RM,Public Works
411.087500,416.08750,VOF268,Hamilton,ON,City Services,Hamilton Street Railway  Supervisors,HSR Supervsr,114.8 PL,FM,RM,Transportation
411.162500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
411.262500,0.00000,XJH216,Halton,ON,Milton,Hydro,Milton Hydro,,DMR,BM,Utilities
411.287500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
411.337500,416.33750,XJM506,Hamilton,ON,City Services,Waste Management,Waste Mgmt,141.3 PL,FM,RM,Public Works
411.412500,416.41250,XJF209,Halton,ON,Oakville,Hydro Ch 1  TG 100,OakvlHydro 1,40 RAN,NXDN,RM,Utilities
411.456250,0.00000, ,Toronto,ON,  Toronto South Detention Centre,Site 001 Toronto South DC, , ,NXDN, ,TRS
411.537500,416.53750,VCK775,Hamilton,ON,City Services,Hamilton Street Railway,HSR 1,97.4 PL,FM,RM,Transportation
411.562500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
411.587500,0.00000, ,Toronto,ON,  KELCOM Toronto,Site 001 CN Tower, , ,LTR, ,TRS
411.587500,0.00000, ,Toronto,ON,  FleetConnect ,Site 012 Toronto, , ,DMR, ,TRS
411.637500,416.63750,VCK776,Hamilton,ON,City Services,Hamilton Street Railway,HSR 2,,FM,RM,Transportation
411.712500,0.00000,,Halton,ON,Oakville,Hydro Ch 2  Stringing,OakvlHydro 2,103.5 PL,FMN,BM,Utilities
411.737500,0.00000,,Toronto,ON,Correctional Facilities,Toronto East Detention Centre,TEDC,141.3 PL,FM,BM,Corrections
411.737500,416.73750,,Halton,ON,Milton,Vanier Centre For Women Maplehurst,VanierCC,,FMN,BM,Corrections
411.887500,416.88750,,Hamilton,ON,Ontario Government Agencies,Hamilton Wentworth Detention Centre,HWDC 1,141.3 PL,FM,RM,Corrections
411.906250,0.00000, ,Toronto,ON,  Toronto South Detention Centre,Site 001 Toronto South DC, , ,NXDN, ,TRS
412.037500,417.03750,Multiple,Toronto,ON,Toronto Transit Commission,Surface Ch1 Transit Control,TTC Surf Ch1,136.5 PL,FM,RM,Transportation
412.062500,417.06250,Multiple,Toronto,ON,Toronto Transit Commission,Surface Ch2 WheelTrans,TTC Surf Ch2,203.5 PL,FM,RM,Transportation
412.087500,417.08750,XJJ374,York,ON,Newmarket,Newmarket  Tay Power Distribution,NewmrktHydro,CC 1|TG 1|SL 1,DMR,RM,Utilities
412.112500,417.11250,Multiple,Toronto,ON,Toronto Transit Commission,Surface Ch3 ,TTC Surf Ch3,136.5 PL,FM,RM,Transportation
412.187500,417.18750,XJM964,Toronto,ON,Toronto Transit Commission,RT Yard,RT Yard,136.5 PL,FM,RM,Transportation
412.262500,0.00000, ,Hamilton,ON,  McMaster University,Site 001 MAC, , ,DMR, ,TRS
412.262500,417.26250,VCL987,Hamilton,ON,McMaster University Medical Centre,Security and Parking,MUMC,,DMR,RM,Security
412.287500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
412.312500,0.00000,,Peel,ON,Transportation Mississauga,Golden Taxi,Golden Taxi,141.3 PL,FM,BM,Transportation
412.337500,417.33750,VEK508,Halton,ON,Oakville,Works Department,Oakvll Works,167.9 PL,FM,RM,Public Works
412.412500,0.00000,XLQ616,Toronto,ON,Business Downtown,City of Toronto Properties  Security Ch 2,TorCityHall2,146.2 PL,FM,RM,Security
412.437500,417.43750,,Hamilton,ON,Ontario Government Agencies,Hamilton Wentworth Detention Centre,HWDC 2,141.3 PL,FM,RM,Corrections
412.537500,417.53750,VEK508,Halton,ON,Oakville,Parks  Rec,Oakville P&R,167.9 PL,FM,RM,Public Works
412.587500,417.58750,Multiple,Toronto,ON,Toronto Transit Commission,Surface Ch 4 ,TTC Surf Ch4,136.5 PL,FM,RM,Transportation
412.612500,417.61250,Multiple,Toronto,ON,Toronto Transit Commission,Surface Ch5 Streetcars,TTC Surf Ch5,136.5 PL,FM,RM,Transportation
412.687500,417.68750,XJG520,Durham,ON,Veridian Connections,Veridian Connections Operations,Veridian Ops,CC 1|TG 1|SL 1,DMR,RM,Utilities
412.737500,0.00000,,Durham,ON,Veridian Connections,Veridian Connections Paging ,Veridian Pg,,FMN,B,Utilities
412.962500,417.96250,XJM963,Toronto,ON,Toronto Transit Commission,RT Line,RT Line,136.5 PL,FM,RM,Transportation
413.187500,418.18750,,Toronto,ON,Toronto Transit Commission,Surface Ch6 SubwaySRT Yard,TTC Surf Ch6,136.5 PL,FM,RM,Transportation
413.212500,0.00000,,Durham,ON,Ontario Shores Centre for Mental Health Sciences,Ontario Shores Centre for Mental Health Sciences,OSC,,FMN,BM,Hospital
413.262500,418.26250,,Peel,ON,Brampton, Roy McMurtry Youth Centre ,RMYC,141.3 PL,FMN,RM,Corrections
413.337500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
413.462500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
413.487500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
413.512500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
413.537500,418.53750,,Halton,ON,Burlington,OPP Rebroadcast,OPP BEAT,107.2 PL,FMN,RM,Law Dispatch
413.537500,418.53750,,Toronto,ON,Toronto Hydro Electric System,Toronto Hydro Electric System  Underground,Underground,023 DPL,FM,RM,Utilities
413.562500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
413.587500,0.00000, ,Toronto,ON,  Metrolinx  GO Transit,Site 001 East Simulcast, , ,Project 25, ,TRS
413.612500,0.00000, ,Toronto,ON,  KELCOM Toronto,Site 001 CN Tower, , ,LTR, ,TRS
413.662500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
413.712500,0.00000, ,Hamilton,ON,  Metrolinx  GO Transit,Site 002 West Simulcast, , ,Project 25, ,TRS
413.912500,0.00000, ,Toronto,ON,  KELCOM Toronto,Site 001 CN Tower, , ,LTR, ,TRS
413.937500,0.00000, ,Durham,ON,  Metrolinx  GO Transit,Site 006 Uxbridge, , ,Project 25, ,TRS
413.962500,0.00000, ,York,ON,  Alectra Utilities,Site 004 Vaughan, , ,DMR, ,TRS
414.037500,0.00000,XJF647,Halton,ON,Milton,Fire Dispatch  UHF link,MiltonFD UHF,,FM,BM,Fire Dispatch
414.587500,0.00000,Multiple,Peel,ON,Caledon Fire  Emergency Services,Fire  Station 302 Dispatch,BoltonFSPge,,FM,B,Data
414.587500,0.00000,Multiple,Peel,ON,Mississauga Fire Service,Station Dispatch,MFS Dsptch,103.5 PL,FM,B,Fire Dispatch
414.712500,0.00000,,Peel,ON,Region Wide,MOH Base Station Paging,PeelMOH,CSQ,FM,F,EMS Dispatch
415.037500,410.03750,,Durham,ON,Ontario Shores Centre for Mental Health Sciences,Ontario Shores Centre for Mental Health Sciences,OSC,,FMN,RM,Hospital
418.212500,413.21250,,Durham,ON,Ontario Shores Centre for Mental Health Sciences,Ontario Shores Centre for Mental Health Sciences,OSC,,FMN,RM,Hospital
418.587500,0.00000,,Toronto,ON,Toronto Transit Commission,Surface Ch7 Subway Maintenance,TTC Surf Ch7,156.7 PL,FM,M,Transportation
420.075000,0.00000, ,Hamilton,ON,  FleetConnect ,Site 011 Hamilton, , ,DMR, ,TRS
420.100000,0.00000, ,Toronto,ON,  Fairmont Royal York Hotel,Site 001 Royal York Hotel, , ,LTR, ,TRS
420.100000,0.00000, ,Peel,ON,  Suncor Energy Mississauga,Site 001 Suncor Energy, , ,DMR, ,TRS
420.100000,0.00000, ,Toronto,ON,  OLGC  Woodbine Racetrack Slots,Site 001 OLGC Woodbine, , ,DMR, ,TRS
420.200000,0.00000, ,Peel,ON,  Suncor Energy Mississauga,Site 001 Suncor Energy, , ,DMR, ,TRS
420.200000,0.00000, ,Toronto,ON,  OLGC  Woodbine Racetrack Slots,Site 001 OLGC Woodbine, , ,DMR, ,TRS
420.200000,0.00000, ,Toronto,ON,  Fairmont Royal York Hotel,Site 001 Royal York Hotel, , ,LTR, ,TRS
420.262500,0.00000, ,Hamilton,ON,  FleetConnect ,Site 011 Hamilton, , ,DMR, ,TRS
420.300000,0.00000, ,Toronto,ON,  OLGC  Woodbine Racetrack Slots,Site 001 OLGC Woodbine, , ,DMR, ,TRS
420.300000,0.00000, ,Toronto,ON,  Fairmont Royal York Hotel,Site 001 Royal York Hotel, , ,LTR, ,TRS
420.300000,0.00000, ,Peel,ON,  Suncor Energy Mississauga,Site 001 Suncor Energy, , ,DMR, ,TRS
420.400000,0.00000, ,Peel,ON,  Suncor Energy Mississauga,Site 001 Suncor Energy, , ,DMR, ,TRS
420.400000,0.00000, ,Toronto,ON,  OLGC  Woodbine Racetrack Slots,Site 001 OLGC Woodbine, , ,DMR, ,TRS
420.400000,0.00000, ,Toronto,ON,  Fairmont Royal York Hotel,Site 001 Royal York Hotel, , ,LTR, ,TRS
420.475000,0.00000, ,Hamilton,ON,  FleetConnect ,Site 011 Hamilton, , ,DMR, ,TRS
420.500000,0.00000, ,Halton,ON,  FleetConnect ,Site 010 Milton, , ,DMR, ,TRS
420.537500,0.00000, ,Hamilton,ON,  OnQue,Site 003 Hamilton, , ,NXDN, ,TRS
420.550000,0.00000, ,Toronto,ON,  Rogers Centre,Site 001 001, , ,DMR, ,TRS
420.612500,0.00000, ,Hamilton,ON,  Talk Wireless LTR UHF,Site 001 Hamilton, , ,LTR, ,TRS
420.637500,0.00000, ,Hamilton,ON,  OnQue,Site 003 Hamilton, , ,NXDN, ,TRS
420.650000,0.00000, ,Toronto,ON,  Rogers Centre,Site 001 001, , ,DMR, ,TRS
420.737500,0.00000, ,Hamilton,ON,  OnQue,Site 003 Hamilton, , ,NXDN, ,TRS
420.750000,0.00000, ,Toronto,ON,  Rogers Centre,Site 001 001, , ,DMR, ,TRS
420.812500,0.00000, ,Halton,ON,  FleetConnect ,Site 010 Milton, , ,DMR, ,TRS
420.837500,0.00000, ,Hamilton,ON,  OnQue,Site 003 Hamilton, , ,NXDN, ,TRS
420.850000,0.00000, ,Toronto,ON,  Rogers Centre,Site 001 001, , ,DMR, ,TRS
420.912500,0.00000, ,Halton,ON,  FleetConnect ,Site 010 Milton, , ,DMR, ,TRS
420.937500,0.00000, ,Hamilton,ON,  OnQue,Site 003 Hamilton, , ,NXDN, ,TRS
420.950000,0.00000, ,Toronto,ON,  Rogers Centre,Site 001 001, , ,DMR, ,TRS
421.025000,0.00000, ,York,ON,  RCMP O Division,Site 036 Ballantrae, , ,Project 25, ,TRS
421.050000,0.00000, ,Toronto,ON,  RCMP O Division,Site 016 Toronto  West , , ,Project 25, ,TRS
421.087500,0.00000, ,Toronto,ON,  RCMP O Division,Site 017 Toronto  East, , ,Project 25, ,TRS
421.112500,0.00000, ,Hamilton,ON,  RCMP O Division,Site 035 Hamilton, , ,Project 25, ,TRS
421.137500,0.00000, ,Durham,ON,  RCMP O Division,Site 041 Clarington, , ,Project 25, ,TRS
421.137500,0.00000, ,York,ON,  RCMP O Division,Site 004 Newmarket, , ,Project 25, ,TRS
421.250000,0.00000, ,Toronto,ON,  RCMP O Division,Site 024 Toronto  South, , ,Project 25, ,TRS
421.262500,0.00000, ,Durham,ON,  RCMP O Division,Site 041 Clarington, , ,Project 25, ,TRS
421.275000,0.00000, ,Toronto,ON,  RCMP O Division,Site 016 Toronto  West , , ,Project 25, ,TRS
421.337500,0.00000, ,York,ON,  RCMP O Division,Site 004 Newmarket, , ,Project 25, ,TRS
421.400000,0.00000, ,Peel,ON,  RCMP O Division,Site 023 Airway Centre  Toronto Pearson Airport, , ,Project 25, ,TRS
421.425000,0.00000, ,Hamilton,ON,  RCMP O Division,Site 035 Hamilton, , ,Project 25, ,TRS
421.437500,0.00000, ,Peel,ON,  RCMP O Division,Site 023 Airway Centre  Toronto Pearson Airport, , ,Project 25, ,TRS
421.487500,0.00000, ,Durham,ON,  RCMP O Division,Site 041 Clarington, , ,Project 25, ,TRS
421.500000,0.00000, ,Toronto,ON,  RCMP O Division,Site 024 Toronto  South, , ,Project 25, ,TRS
421.575000,0.00000, ,Hamilton,ON,  RCMP O Division,Site 035 Hamilton, , ,Project 25, ,TRS
421.600000,0.00000, ,Toronto,ON,  RCMP O Division,Site 017 Toronto  East, , ,Project 25, ,TRS
421.712500,0.00000, ,Toronto,ON,  RCMP O Division,Site 016 Toronto  West , , ,Project 25, ,TRS
421.775000,0.00000, ,Toronto,ON,  RCMP O Division,Site 024 Toronto  South, , ,Project 25, ,TRS
421.812500,0.00000, ,Halton,ON,  RCMP O Division,Site 027 Milton, , ,Project 25, ,TRS
421.837500,0.00000, ,Hamilton,ON,  RCMP O Division,Site 035 Hamilton, , ,Project 25, ,TRS
421.875000,0.00000, ,Peel,ON,  RCMP O Division,Site 023 Airway Centre  Toronto Pearson Airport, , ,Project 25, ,TRS
421.962500,0.00000, ,Toronto,ON,  RCMP O Division,Site 016 Toronto  West , , ,Project 25, ,TRS
421.975000,0.00000, ,York,ON,  RCMP O Division,Site 009 King City, , ,Project 25, ,TRS
422.037500,0.00000, ,Halton,ON,  RCMP O Division,Site 027 Milton, , ,Project 25, ,TRS
422.175000,0.00000, ,York,ON,  RCMP O Division,Site 009 King City, , ,Project 25, ,TRS
422.187500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  B,Site 001 2 Bloor St E, , ,LTR, ,TRS
422.200000,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.206250,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.212500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.218750,0.00000, ,Durham,ON,  OnQue,Site 004 Clarington, , ,NXDN, ,TRS
422.225000,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.225000,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.231250,0.00000, ,Toronto,ON,  OnQue,Site 007 Scarborough, , ,NXDN, ,TRS
422.237500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.262500,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.287500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  B,Site 001 2 Bloor St E, , ,LTR, ,TRS
422.300000,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.306250,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.312500,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.312500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.318750,0.00000, ,York,ON,  OnQue,Site 008 Aurora, , ,NXDN, ,TRS
422.325000,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.337500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.337500,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 420 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
422.350000,0.00000, ,York,ON,  Point to Point,Site 002 King City, , ,DMR, ,TRS
422.362500,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.387500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  B,Site 001 2 Bloor St E, , ,LTR, ,TRS
422.400000,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.406250,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.412500,0.00000, ,Toronto,ON,  OnQue,Site 001 CN Tower, , ,NXDN, ,TRS
422.418750,0.00000, ,Durham,ON,  OnQue,Site 004 Clarington, , ,NXDN, ,TRS
422.425000,0.00000, ,Toronto,ON,  Toronto Transit Commission PowerTrunk,Site 001 Toronto, , ,TETRA, ,TRS
422.431250,0.00000, ,Halton,ON,  OnQue,Site 006 Milton, , ,NXDN, ,TRS
